id,Name,Location,Latitude,Longitude
31365,'#Beautifully furnished 2 BR apt. near Central Park','Manhattan',40.7668,-73.9837
37652,'#Bluebird Elegant 1-BR Apartment Near Times Square','Manhattan',40.7671,-73.9815
64507,'#GorgeousLowerEast2BedroomGem! #3minWalktoTrain!','Manhattan',40.7195,-73.9861
36313,'#MANHATTAN - Upper West BIG ROOM w/tv','Manhattan',40.8197,-73.9533
28747,'#NAME?','Brooklyn',40.7163,-73.9635
28752,'#NAME?','Brooklyn',40.7169,-73.9635
28763,'#NAME?','Brooklyn',40.7177,-73.9625
28787,'#NAME?','Brooklyn',40.7171,-73.9623
28797,'#NAME?','Brooklyn',40.7164,-73.9625
28816,'#NAME?','Brooklyn',40.7154,-73.9621
29148,'#NAME?','Brooklyn',40.716,-73.9622
29321,'#NAME?','Manhattan',40.8232,-73.9549
31127,'#NAME?','Manhattan',40.8219,-73.9537
46147,'#NAME?','Manhattan',40.7557,-73.9937
59398,'#NycArtBNB Luxury West Village 1 Bedroom','Manhattan',40.733,-74.0006
61424,'#Private office bedroom PC WiFi Print Scan','Brooklyn',40.5869,-73.9424
56230,'#Private Room & Bath 30 min to Wall st NYC','Brooklyn',40.5872,-73.943
19599,'$ (Phone number hidden by Airbnb) weeks - room f','Manhattan',40.7215,-73.9928
40741,"'$0 FEES/Parking/Bkft - Little Piece of Heaven""'""",'Queens',40.7824,-73.8214
29746,"'$1,400/month  Summer Rental: Spacious One Bdrm'",'Brooklyn',40.6595,-73.9485
27438,'$100 per night with purchase agreement.','Manhattan',40.7649,-73.9807
28393,'$1200/ Feb.16th---Mar.13th *^COZY STUDIO APARTMENT','Manhattan',40.7911,-73.9459
29463,'$199 SPECIAL VERY QUIET WVILLGMTPKGCHLS 65”TV/BOSE','Manhattan',40.7398,-74.001
36441,"'$2,800/m for 6/8-7/7! Long-term Deal in Park Slope'",'Brooklyn',40.6736,-73.9774
66819,'$2000 / Huge 1br - Cobble Hill | 8/1 start','Brooklyn',40.6872,-73.9951
56263,'$250.','Manhattan',40.7134,-73.9898
56695,'$2800','Queens',40.7727,-73.9063
28604,'$30 per night private room Bushwick','Brooklyn',40.6984,-73.935
22444,"'$455 Cozy 1bd, BKLYN Sublet March'",'Brooklyn',40.6895,-73.9353
43945,"'$45NYCCozy Room with curtain NearJ,G, and M train'",'Brooklyn',40.6952,-73.9423
43472,'$47/day Private ROOM! BETTER THAN HOSTEL! In Bklyn','Brooklyn',40.6257,-73.9378
28072,'$500/wk 1br - 150ft2 - Dec 23-Jan 4','Manhattan',40.7249,-73.9791
44507,"'$6,500 p/m or short term, 5 Star, LUX, Clean, Big'",'Manhattan',40.764,-73.9593
45454,"'$60NYC Private Room Near J, M, And G Train'",'Brooklyn',40.6937,-73.9421
51432,"'$6M Soho Penthouse: 2000 sq ft, 18 ft ceilings'",'Manhattan',40.7282,-73.9999
66332,'$79.00 per night in the safest neighborhood in NYC','Bronx',40.8614,-73.8456
46669,'$850 up to 3 month female only','Brooklyn',40.6716,-73.934
37489,'$89.00 Queen Size Bed','Queens',40.6754,-73.7736
24736,'$99 Manhattan/Time Sq.','Manhattan',40.7586,-73.9957
54923,'$ummer $ALE Williamsburg TownHouse -BEST Location!','Brooklyn',40.7174,-73.9566
63574,'( BLUE ROOM ) Private in Beautiful Town House','Brooklyn',40.6847,-73.9398
18690,'( F) Excellent/Pvt Rm','Queens',40.6725,-73.766
63289,'( GREEN ROOM) Private in a Beautiful Town House','Brooklyn',40.6845,-73.9396
21518,'( Hostal ) 1 full size Mattress (Top Bunk)','Queens',40.717,-73.834
49851,'( Private Garden )  Where Hansel and Gretel live.','Manhattan',40.7803,-73.954
63950,'(= RENT ME RENT ME =)','Manhattan',40.7138,-73.9928
44962,'(=CUTE ROOM IN HELL'S KITCHEN=)','Manhattan',40.7658,-73.9867
21294,'(1) CLEAN HOME AWAY FROM HOME!','Queens',40.7543,-73.8313
36802,'(1)Comfy Home Away From Home/Multiple rooms!!','Brooklyn',40.6879,-73.9533
20564,'(2) CLEAN HOME AWAY FROM HOME!','Queens',40.7544,-73.8306
38388,'(2)Comfy Home Away From Home/Multiple Rooms!!!','Brooklyn',40.6897,-73.954
40381,'(2R) Cozy and clean bedroom with private bathroom','Queens',40.7332,-73.7932
38390,'(3)Comfy Home Away From Home/Multiple Rooms','Brooklyn',40.6888,-73.954
40565,'(4) Comfy Home Away From Home/Multiple Rooms','Brooklyn',40.6899,-73.955
55719,'(A) Brand New apto just few steps from the train','Brooklyn',40.6781,-73.9116
64229,'(A) Private Twin Single Room LGA JFK Manhattan 15m','Queens',40.7258,-73.8651
45459,'(A) Room for 2 w private bathroom','Queens',40.7722,-73.824
47275,'(☆☆☆☆☆) New ultra-modern 1 bedroom apartment','Queens',40.7623,-73.9199
49242,'(AB) 2 rooms - 4 ppl  private and sharing bath','Queens',40.7724,-73.8238
45149,'(ABC) 3 bedrooms-2 bath up to 6 pp','Queens',40.7732,-73.8241
48163,'(AC) 4 ppl - 2 Rooms 1 private and 1 sharing bath','Queens',40.7725,-73.8247
19994,'(B)  BARGAIN SPACE','Queens',40.6717,-73.7657
40467,'(B) Great value & clean apartment in New York','Queens',40.7327,-73.7937
64241,'(B) Private Single Twin Room LGA JFK Manhattan 15m','Queens',40.7272,-73.8654
48628,'(B) Room for 2 - sharing bath','Queens',40.7735,-73.8237
49244,'(BC) 2 rooms 4 ppl 1 sharing bath','Queens',40.7734,-73.825
55732,'(C) Brand New apto just few steps from the train','Brooklyn',40.6772,-73.9116
64242,'(C) Private Single Room Twin LGA JFK Manhattan 15m','Queens',40.7274,-73.8654
45223,'(C) room for 2 - sharing bath','Queens',40.7724,-73.8239
55733,'(D) Brand New apto just few steps from the train','Brooklyn',40.6781,-73.9107
64244,'(E) Private Queen Room LGA JFK Manhattan 15m','Queens',40.7266,-73.867
47388,"'(Entire apt) Bright 1 Br apt in Astoria, Queens NY'",'Queens',40.7674,-73.9234
23613,'(Hidden by Airbnb) ! BrooklynCleanRoom!!','Brooklyn',40.6975,-73.9362
46175,'(moving out) ENTIRE place READ BEFORE YOU BOOK','Brooklyn',40.6948,-73.9681
47417,'(Room 102)法拉盛舒适轻奢套房','Queens',40.7648,-73.83
36827,"'(Room201)7分钟拉瓜迪机场,19分钟肯尼迪机场｡皇后区法拉盛中心,地段超好｡#201'",'Queens',40.7633,-73.8288
58336,'(UES) Entire Apartment Near Central Park','Manhattan',40.7761,-73.9466
22179,'(Williamsburg) - Large Bedroom w/ Private Bathroom','Brooklyn',40.7005,-73.9513
38789,'(Williamsburg) Large bedroom with private balcony','Brooklyn',40.7009,-73.95
53047,'(WOMEN ONLY) Spacious & 10 min from the airport!','Queens',40.7676,-73.918
66778,'* Brooklyn's Prospect Park Perfection *','Brooklyn',40.653,-73.9572
54210,'* GRAMERCY * TOP LOCATION * ULTRA MODERN BEDROOM','Manhattan',40.7339,-73.9802
52201,'* Lovely Washington Heights Room *','Manhattan',40.833,-73.9394
55624,'* Modern Private BR in the Heart of Williamsburg *','Brooklyn',40.712,-73.9654
18546,'* ORIGINAL BROOKLYN LOFT *','Brooklyn',40.7042,-73.9356
18659,'* Spacious GARDEN Park Slope Duplex* 6 people max','Brooklyn',40.6686,-73.9908
56026,'**  2 Bedrooms in Central NYC! ***','Manhattan',40.7518,-73.985
55672,'** COZY & SPACIOUS  1/1   -  HARLEM','Manhattan',40.8236,-73.9551
49746,'** Foodies LOVE This Neighborhood?=>Authentic!!!','Manhattan',40.8045,-73.9408
65269,'** Location~Location~Location in Time Square **','Manhattan',40.7612,-73.9885
45756,"'** SoHo: Clean, Bright, Tatami Room'",'Manhattan',40.7239,-73.9966
44949,"'** SoHo: Clean, Safe, Private, Quiet Bedroom (B)**'",'Manhattan',40.7228,-73.998
51159,'*** Brooklyn Secret Spot ***','Brooklyn',40.6417,-73.9307
26290,'*** Gorgeous 2BD apt with Terrace ***','Manhattan',40.7674,-73.9847
62556,'*** HEART OF MANHATTAN (Herald Square) ***','Manhattan',40.7494,-73.9834
54118,'*** Hell's kitchen quiet private room ***','Manhattan',40.7656,-73.9839
19586,'******AMAZING DEAL IN NYC*****','Manhattan',40.7672,-73.953
36153,'****THE SUITE LIFE DUPLEX****','Brooklyn',40.6882,-73.9376
62818,'***Awesome bedroom in the heart of  Manhattan***','Manhattan',40.7669,-73.9872
44975,'***Come Stay in Comfort while you Experience NYC**','Manhattan',40.8512,-73.9434
65715,'***Cozy artist loft in heart of Williamsburg***','Brooklyn',40.7192,-73.9559
64824,'***Entire Apartment 5 mins to JFK***','Queens',40.6729,-73.767
20383,'***HOT SPOT*** 2 blocks to L/G Trains *** Modern','Brooklyn',40.7173,-73.9531
34771,"'***Lux Doorman/Furnished,Battery Park ***'",'Manhattan',40.7109,-74.0177
34893,"'***Luxury Doorman, Grand Central, United Nations**'",'Manhattan',40.7527,-73.9725
66622,'***New*** Explore the NYC in this Brooklyn Oasis','Brooklyn',40.6781,-73.8929
46768,'***SLEEPING IN THE GOLDEN PLACE***','Manhattan',40.7584,-73.9906
51286,'***WELCOME TO MI CASA TU CASA NEAR JFK/LGA AIRPORT','Queens',40.7269,-73.8548
32207,"'**3BR, Large Duplex/private Garden, Time Square!!'",'Manhattan',40.762,-73.9922
49642,'**Amazing Private Room 20 min to manhattan','Brooklyn',40.6899,-73.9137
44725,'**Amazing Studio Balcony Steps from Time Square**','Manhattan',40.7605,-73.9919
36894,"'**Amazing, Luxury Doorman, VIEW ,Battery Park**'",'Manhattan',40.7111,-74.0154
24426,"'**ASTORIA one private cozy, cute room** Nihongo ok'",'Queens',40.7626,-73.9177
56797,'**Bed-Stuy Studio**','Brooklyn',40.6838,-73.958
18553,'**Bright Nolita Apt w Doorman/Elevators/Gym**','Manhattan',40.7221,-73.9977
59412,'**BROOKLYN BLUE**MODERN LUXE STUDIO SUITE','Brooklyn',40.6615,-73.9531
47531,'**BUDGET private room w/backyard','Brooklyn',40.6873,-73.9167
49639,'**Budget Private Room w/Private backyard','Brooklyn',40.6881,-73.9122
49643,'**Captivating Private Budget Room','Brooklyn',40.6895,-73.914
27489,'**Caribbean Blue- 8 mins to JFK **','Queens',40.6864,-73.7921
28648,'**Caribbean Blush-8 mins to JFK**','Queens',40.6854,-73.7926
66279,'**Central Park* UWS Luxury 4 Bed/2 Bath Sleeps 8!!','Manhattan',40.7844,-73.9775
57946,'**Cozy Private Room(B)','Brooklyn',40.6854,-73.9501
57941,'**Cozy Private Room(M)','Brooklyn',40.6837,-73.9516
38696,'**Cozy Room In Hip Ultra Location LES/NOLITA**','Manhattan',40.7192,-73.9923
48661,"'**Cozy room, good location, 20 mins to Manhattan'",'Brooklyn',40.6043,-74.0169
41883,'**Cozy Space - Private Access**','Brooklyn',40.6497,-73.9475
28662,'**Dominique's NYC couch bed **sleep*shower &  go**','Bronx',40.8821,-73.8363
37332,'**East Side NYC 1 Bedroom Apt**','Manhattan',40.7481,-73.9742
49682,'**Enormous Budget Private Room','Brooklyn',40.6894,-73.9137
53369,'**Excellent Private Room w/Comfy Bed**','Brooklyn',40.6912,-73.9394
18780,'**Fantastic Williamsburg Apt**','Brooklyn',40.7103,-73.9583
50507,"'**FULL FLOOR - 3 BEDRMS, Times Sq/Restaurant Row**'",'Manhattan',40.762,-73.991
53370,'**Great Budget Private Room**','Brooklyn',40.6902,-73.9408
56099,"'**Harlem, Chic Getaway! 5m to Dining/Trains***'",'Manhattan',40.8243,-73.9429
52854,'**Harmony Room with Bed and Futon**','Brooklyn',40.6913,-73.9431
43552,'**Irresistible Jewel**','Manhattan',40.7474,-73.9775
31525,'**Luxury 1 Bedroom Upper East Side NYC Apt','Manhattan',40.7626,-73.9592
52774,'**Newly Listed 2-bedroom gem with private entrance','Brooklyn',40.6928,-73.9142
57070,"'**Newly Renovated, Cozy, Urban Oasis entire apt**'",'Bronx',40.8768,-73.8639
51028,'**Private Bath** Master Suite in Hip Brooklyn','Brooklyn',40.6931,-73.9446
52005,'**Private Entrance Apartment W/ Bedroom & Bath**','Queens',40.7027,-73.8772
62212,'**Private Room in Newly Renovated Apartment','Queens',40.7066,-73.829
48942,'**Spacious 47th-Floor Apt** Convenient Location','Manhattan',40.7497,-73.9895
53094,'**Studio Apartment 20 min. From MANHATTAN **','Queens',40.7178,-73.8749
35336,'**Stunning 1 bedroom Apt. + Amazing amenities','Manhattan',40.7626,-73.9977
48041,'**Summer in SugarHill Manhattan is VERY Sweet**','Manhattan',40.8248,-73.9433
65774,'**SUMMER OFFER**Healers LOFT: Tranquil and Light','Manhattan',40.7144,-73.982
42634,'**Vacation in Comfort as you Visit the Big Apple**','Manhattan',40.8506,-73.9432
20061,"'**YOUR CHELSEA LOFT, WELCOME HOME'",'Manhattan',40.7422,-73.9949
20104,'**YOUR HOME AWAY FROM HOME** : UES/66th LG 1 BDRM','Manhattan',40.7635,-73.9639
63231,'*20%OFF-Amazing Heart of NYC! Steps to subway!','Manhattan',40.7615,-73.958
45712,'*AMAZING AND COZY SPACE 2 MIN FROM THE SUBWAY','Brooklyn',40.68,-73.9045
29416,'*Amazing Lower East Side Apartment*','Manhattan',40.7198,-73.9842
52017,'*AMAZING* Large Studio in Prime Union Square area!','Manhattan',40.7352,-73.9926
46342,'*AWESOME PLACE*2 MIN SUBWAY!','Brooklyn',40.6824,-73.9038
45892,'*Beautiful 2BR*Flatiron*Best Location*Near Subway*','Manhattan',40.7417,-73.9834
47509,'*BEAUTIFUL BEDROOM**SUBWAY CLOSE!!','Brooklyn',40.6812,-73.905
57141,'*Beautiful Private Room near Subway','Brooklyn',40.6837,-73.951
53888,'*BEST DEAL*FURNISHED RM NEAR EMPIRE STATE BLDG*','Manhattan',40.7452,-73.9892
46169,'*Boogie Down Private and comfortable stay*','Bronx',40.8869,-73.8479
39176,'*BRAND NEW*4 BED DUPLX W PVT BCKYARD 15 MIN 2 CITY','Brooklyn',40.687,-73.9226
63161,'*Charismatic 1 BR Apartment in Heart of Chelsea*','Manhattan',40.7439,-74.003
32233,'*Chic Oasis in Trendy Union Square*','Manhattan',40.7355,-73.9899
29500,'*Clean & Bright Master Room - UWS*','Manhattan',40.801,-73.9667
29030,'*COMFORTABLE  bedroom for FEMALE*','Manhattan',40.7999,-73.9384
35462,"'*Cozy apt Manhattan,Near Central Park !*'",'Manhattan',40.7708,-73.9522
33279,'*CoZy Private Williamsburg Home*','Brooklyn',40.71,-73.9485
53123,'*Cozy Room in Manhattan with Private Living Room*','Manhattan',40.7992,-73.9372
56903,'*Delightful budget room for travelers!','Brooklyn',40.681,-73.9126
25602,'*Designer West Village Dream Home*','Manhattan',40.7345,-74.0075
47543,'*Dg)  Delightful Private Room 20 min to Manhattan','Brooklyn',40.6867,-73.9147
42614,'*DISCOUNTED RATES* PERFECT FOR THE WORLD TRAVELER','Queens',40.7513,-73.9424
25356,'*DYLAN* Exquisite 1 BR & Terrace - Contemporary','Manhattan',40.7814,-73.9845
56901,'*Easy check in Budget Room!','Brooklyn',40.682,-73.9124
27594,'*ENCHANTMENT* Upper East Side 2 bedroom- Sunny!','Manhattan',40.7624,-73.9603
37688,'*ENJOY NYC*New Renovated Apartment(Private room)','Bronx',40.8825,-73.8695
47539,'*Ep)  Beautiful Private Room 20 min to Manhattan','Brooklyn',40.688,-73.9149
27589,'*ESSENTIAL* Convenient Studio- Upper East Side!','Manhattan',40.7622,-73.962
63938,'*Family Friendly* Room I Rooftop BAR I Near Macys','Manhattan',40.7471,-73.9851
62646,"'*female only* cozy room, summer sublet'",'Brooklyn',40.643,-74.0056
44442,'*FEMALES ONLY* BEAUTIFUL ROOM in downtown NYC!','Manhattan',40.7161,-73.994
56900,'*Fresh Budget Room','Brooklyn',40.6818,-73.9144
25499,'*GALAXY* Spectacular 2 Bedroom - Spacious & Light!','Manhattan',40.7815,-73.9831
48686,"'*Great room, good location, 20 mins to Manhattan'",'Brooklyn',40.6044,-74.0173
56904,'*Groovy Budget room for the traveler!','Brooklyn',40.6805,-73.9122
18562,'*HAVEN LOFT - Entire Floor - Six Windows - Bricks*','Brooklyn',40.7093,-73.9679
56905,'*Hospitable room for the traveler!','Brooklyn',40.6825,-73.9128
30985,"'*Huge, Clean & Spacious Stay in NYC*'",'Manhattan',40.8363,-73.9375
56902,'*Ideal room for travelers with a budget!','Brooklyn',40.6818,-73.9139
27595,'*JAMES* Amazing Spacious 2 Bedroom- Bright!','Manhattan',40.7603,-73.9613
57338,'*Just right budget room :)','Brooklyn',40.6806,-73.9137
49573,'*Large 3 bedroom getaway* Pre Summer discounts','Queens',40.5975,-73.7969
30408,'*LARGE PRIVATE ROOM WITH A LARGE WINDOW*','Queens',40.7451,-73.8835
44119,"'*Light & Love* vibrant, historic, sleeps 4'",'Manhattan',40.7212,-73.9946
49287,"'*Location, Location | Chelsea | Meat Packing*'",'Manhattan',40.7396,-74.0011
55507,"'*Location, Location* | Chelsea | West Village'",'Manhattan',40.7353,-74.003
29224,'*Lovely Apt in Heart of Park Slope*','Brooklyn',40.6683,-73.9822
33845,'*Lovely Apt In Heart Of Park Slope*','Brooklyn',40.6698,-73.9804
19815,'*Lovely Bedroom! Big Sunny Apt*Manhattan*','Manhattan',40.7133,-73.9931
47534,'*Lp)  Amazing Private Room in Brooklyn','Brooklyn',40.6868,-73.9169
46655,'*LUSH SPACIOUS WEST VILLAGE LOFT*','Manhattan',40.7386,-73.9965
37911,"'*Lux Doorman,New & Modern ,Grand Central'",'Manhattan',40.7532,-73.9725
51259,'*Luxurious* Sparkling Clean Two Bedroom Apartment','Manhattan',40.7658,-73.9838
41754,'*Luxury 1 Bedrm Private Designer Home & Roofdeck*','Manhattan',40.7332,-74.0024
53363,"'*Luxury 1 BR w/ your own Bathroom, steps to subway'",'Brooklyn',40.694,-73.9247
31179,'*Manhattan Luxury Apt - Walk to TSQ','Manhattan',40.7617,-73.9992
46864,'*Memory foam mattress lovers//Netflix!!','Queens',40.7467,-73.8346
66226,'*Modern Upper East Side Studio *','Manhattan',40.7687,-73.9517
27391,'*Musician's Apartment* in Brooklyn','Brooklyn',40.6892,-73.9698
39788,'*New 4 bedrooms 2 Bath Home 15 mins to manhattan!','Brooklyn',40.6973,-73.9327
24615,'*NEW*  Modern Sunny Loft in Bushwick/Brooklyn','Brooklyn',40.6982,-73.9362
45245,'*New* Big Modern Sunny Space in Bushwick','Brooklyn',40.7003,-73.9264
66055,'*NEW* Bright Spacious Brooklyn 2 Bedroom Sleeps 9','Brooklyn',40.6811,-73.9582
51943,"'*NEW* Bright, Spacious & Quiet Bedroom by Times SQ'",'Manhattan',40.7613,-73.9886
59825,'*NEW* Clinton Hill Room in Plant Filled Apartment','Brooklyn',40.6845,-73.9671
65102,'*New* Modern 2 Bedroom in Brooklyn Sleeps up to 8','Brooklyn',40.6825,-73.966
47776,"'*NEW*6 BED BROOKLYN DUPLX,15 MIN TRAIN RIDE 2 CITY'",'Brooklyn',40.6902,-73.9162
50619,'*NEW-LUXURY Heart of MidWest Step away from TimeSQ','Manhattan',40.761,-73.9996
45774,'*NEWLY RENOVATED PRIVATE ROOM*','Queens',40.744,-73.8817
50676,'*Newly Renovated* Guest Suite w/ Private Entrance','Queens',40.7189,-73.8761
66129,'*Nice and Cozy private Bedroom*','Queens',40.7574,-73.8583
52830,'*NO GUEST SERVICE FEE* 1 Bed Studio Suite - Close to UN Headquarters','Manhattan',40.754,-73.967
56822,'*NO GUEST SERVICE FEE* Beekman Tower One Bedroom Suite  #1','Manhattan',40.754,-73.9672
56816,'*NO GUEST SERVICE FEE* Beekman Tower One Bedroom Suite  #10','Manhattan',40.7527,-73.9658
56825,'*NO GUEST SERVICE FEE* Beekman Tower One Bedroom Suite  #11','Manhattan',40.7538,-73.9656
56817,'*NO GUEST SERVICE FEE* Beekman Tower One Bedroom Suite  #12','Manhattan',40.7538,-73.9664
56829,'*NO GUEST SERVICE FEE* Beekman Tower One Bedroom Suite  #2','Manhattan',40.754,-73.9671
56804,'*NO GUEST SERVICE FEE* Beekman Tower One Bedroom Suite  #3','Manhattan',40.7525,-73.9667
56820,'*NO GUEST SERVICE FEE* Beekman Tower One Bedroom Suite  #4','Manhattan',40.7537,-73.9654
56818,'*NO GUEST SERVICE FEE* Beekman Tower One Bedroom Suite  #5','Manhattan',40.7545,-73.9657
56828,'*NO GUEST SERVICE FEE* Beekman Tower One Bedroom Suite  #6','Manhattan',40.7546,-73.9657
56827,'*NO GUEST SERVICE FEE* Beekman Tower One Bedroom Suite  #7','Manhattan',40.7526,-73.9654
56821,'*NO GUEST SERVICE FEE* Beekman Tower One Bedroom Suite  #8','Manhattan',40.7544,-73.9659
56826,'*NO GUEST SERVICE FEE* Beekman Tower One Bedroom Suite  #9','Manhattan',40.7527,-73.9664
52837,'*NO GUEST SERVICE FEE* Beekman Tower One Bedroom Suite with Kitchen','Manhattan',40.7542,-73.9656
52847,'*NO GUEST SERVICE FEE* Beekman Tower One Bedroom Suite with Queen Bed & Free Wifi','Manhattan',40.7524,-73.9665
52838,'*NO GUEST SERVICE FEE* Beekman Tower Premium One Bedroom Suite','Manhattan',40.754,-73.9657
